Player_ID,Season,mu_hs,mu_hl,mu_hS,mu_sh,mu_ls,mu_hs_estimate,mu_hl_estimate,mu_hS_estimate,mu_sh_estimate,mu_ls_estimate,mu_hs_approx,mu_hl_approx,mu_hS_approx,mu_sh_approx,mu_ls_approx
1,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1,2007,NA,NA,NA,NA,NA,0.013071895424836602,0.006535947712418301,NA,0.15384615384615385,0.5,0.028987536873252298,0.014388737452099556,0,0.6931471805599453,NA
1,2008,0.02225781956144549,NA,NA,0.5473543373425344,NA,0.0125,NA,NA,0.2857142857142857,NA,0.025975486403260677,0,0,1.0986122886681096,NA
1,2009,0.01893226790257114,NA,NA,1.340692037496461,NA,0.006024096385542169,NA,NA,0.5,NA,0.012739025777429714,0,0,NA,NA
1,2010,0.04082890244431255,NA,NA,1.4256107098054631,NA,0.0125,NA,NA,0.2857142857142857,NA,0.026317308317373417,0,0,NA,NA
1,2011,0.04152074634214264,NA,NA,0.4142753332156622,NA,0.025974025974025976,NA,NA,0.21428571428571427,NA,0.0540672212702757,0,0,0.916290731874155,NA
1,2012,0,NA,1.0000000000118792,0,NA,0,NA,0.022222222222222223,0,NA,0,0,0.04652001563489282,0,NA
1,2013,0.9999999999999999,0.9999999999999994,NA,0.9999999999999998,0.9999999999999993,0.016129032258064516,0.03225806451612903,NA,0.13333333333333333,0.04054054054054054,0.04445176257083381,0.09097177820572663,0,0.5108256237659907,0.16251892949777494
1,2014,0.06810184730726315,0.015463416062993986,0.014880531640795095,0.18427723484820738,0.06919164594878238,0.043478260869565216,0.014492753623188406,0.014492753623188406,0.125,0.05555555555555555,0.10919929196499197,0.03509131981127006,0.03509131981127006,0.5108256237659907,0.2876820724517809
2,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
2,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
2,2007,0.0061735451435925215,NA,NA,0,NA,0.006060606060606061,NA,NA,0,NA,0.013072081567352775,0,0,0,NA
2,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
2,2009,NA,NA,NA,NA,NA,0.013513513513513514,0.006756756756756757,NA,0.15384615384615385,0.14285714285714285,0.030305349495328922,0.015037877364540559,0,0.5108256237659907,NA
2,2010,NA,NA,NA,NA,NA,0,0.006578947368421052,NA,0.08333333333333333,0.25,0,0.014184634991956413,0,0.4054651081081643,0.6931471805599453
2,2011,0.015270107994749458,NA,NA,0.12270489228673903,NA,0.012903225806451613,NA,NA,0.08333333333333333,NA,0.028170876966696335,0,0,0.6931471805599453,NA
2,2012,0.01330845263966815,NA,NA,0.464591143251422,NA,0.008333333333333333,NA,NA,0.3333333333333333,NA,0.016000341346441075,0,0,0.6931471805599453,NA
2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
2,2014,NA,NA,NA,NA,NA,0.021739130434782608,0.007246376811594203,NA,0.2222222222222222,0.08333333333333333,0.048790164169432056,0.016000341346441075,0,1.0986122886681096,0.4054651081081643
2,2015,0.5410753720504381,NA,NA,9.876790522646298,NA,0.025477707006369428,NA,NA,0.36363636363636365,NA,0.056352936551131744,0,0,NA,NA
2,2016,NA,NA,NA,NA,NA,0.05,NA,0.0125,0.3076923076923077,NA,0.10536051565782628,0,0.025317807984289897,1.0986122886681096,NA
3,2004,0.031983896885754766,NA,NA,2.3240364443778723,NA,0.006024096385542169,NA,NA,0.5,NA,0.013423020332140661,0,0,NA,NA
3,2005,0.13992281177615298,NA,NA,1.5497725894550909,NA,0.04,NA,NA,0.3333333333333333,NA,0.08701137698962981,0,0,NA,NA
3,2006,NA,NA,NA,NA,NA,0,0.008130081300813009,NA,0.14285714285714285,0.02702702702702703,0,0.01834913866819654,0,0.4054651081081643,0.0953101798043249
3,2007,0.5366007666144945,NA,NA,9.795036948126228,NA,0.025157232704402517,NA,NA,0.4444444444444444,NA,0.056352936551131744,0,0,NA,NA
3,2008,0.24702408183283736,NA,NA,9.510338982518949,NA,0.012195121951219513,NA,NA,0.6666666666666666,NA,0.026317308317373417,0,0,NA,NA
3,2009,0.04068856659027114,NA,NA,0.717534113703004,NA,0.018633540372670808,NA,NA,0.42857142857142855,NA,0.04255961441879589,0,0,1.3862943611198906,NA
