Player_ID,Season,mu_hs,mu_hl,mu_hS,mu_sh,mu_ls,mu_hs_estimate,mu_hl_estimate,mu_hS_estimate,mu_sh_estimate,mu_ls_estimate,mu_hs_approx,mu_hl_approx,mu_hS_approx,mu_sh_approx,mu_ls_approx
1397,2017,0.007554260400691304,NA,NA,0.1673167357117454,NA,0.006369426751592357,NA,NA,0.09090909090909091,NA,0.012903404835907841,0,0,0.6931471805599453,NA
1397,2018,NA,NA,NA,NA,NA,0.012422360248447204,0.006211180124223602,NA,0.23076923076923078,0.5,0.028573372444056,0.014184634991956413,0,1.3862943611198906,NA
1397,2019,0.016177803273408932,NA,NA,0.199255685481732,NA,0.012422360248447204,NA,NA,0.14285714285714285,NA,0.027398974188114388,0,0,0.6931471805599453,NA
1397,2020,0.8333403121481278,NA,NA,9.499990076013846,NA,0.02962962962962963,NA,NA,0.02531645569620253,NA,0.07275935428242832,0,0,1.6094379124341005,NA
1397,2021,NA,NA,NA,NA,NA,0.015748031496062992,NA,0.007874015748031496,0.2857142857142857,NA,0.03509131981127006,0,0.01739174271186922,0.6931471805599453,NA
1397,2022,NA,NA,NA,NA,NA,0.02127659574468085,0.014184397163120567,NA,0.29411764705882354,0.14285714285714285,0.048009219186360606,0.0317486983145803,0,1.252762968495368,0.5108256237659907
1397,2023,NA,NA,NA,NA,NA,0.041666666666666664,0.006944444444444444,NA,0.30434782608695654,0.5,0.0953101798043249,0.01526747213078842,0,2.0794415416798357,NA
1397,2024,0.7169573525844185,NA,NA,10.039232781898379,NA,0.031446540880503145,NA,NA,0.5,NA,0.07410797215372185,0,0,NA,NA
1398,2017,NA,NA,NA,NA,NA,0.011363636363636364,0.045454545454545456,0.011363636363636364,0.16129032258064516,0.0975609756097561,0.03509131981127006,0.14842000511827333,0.03509131981127006,0.6061358035703156,0.4054651081081643
1398,2018,NA,NA,NA,NA,NA,0.04,0.013333333333333334,NA,0.1111111111111111,0.0136986301369863,0.10178269430994236,0.03278982282299084,0,0.916290731874155,0.05129329438755058
1398,2019,NA,NA,NA,NA,NA,0.05555555555555555,0.018518518518518517,NA,0.21052631578947367,0.125,0.16251892949777494,0.05129329438755058,0,0.8472978603872036,0.6931471805599453
1399,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1399,2018,0,NA,1.0000000000343123,0,NA,0,NA,0.005988023952095809,0,NA,0,0,0.013605652055778598,0,NA
1399,2019,NA,NA,NA,NA,NA,0.018018018018018018,0.018018018018018018,NA,0.15384615384615385,0.05263157894736842,0.04255961441879589,0.04255961441879589,0,0.8472978603872036,0.2231435513142097
1399,2020,0.1685725693549861,NA,NA,10.62057358143216,NA,0.007194244604316547,NA,NA,1,NA,0.016000341346441075,0,0,NA,NA
1400,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1400,2018,0,0.00648327989430034,NA,0.3141486155035247,0.3141486155035317,0,0.005952380952380952,NA,0.25,0.3333333333333333,0,0.013072081567352775,0,0.6931471805599453,0.6931471805599453
1400,2019,0,NA,NA,4.355401092373238,NA,0,NA,NA,0.2,NA,0,0,0,NA,NA
1400,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1400,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1401,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1401,2018,0.13247816684598732,NA,NA,10.598744930668499,NA,0.005780346820809248,NA,NA,0.5,NA,0.012578782206860073,0,0,NA,NA
1401,2019,NA,NA,NA,NA,NA,0.006097560975609756,0.006097560975609756,NA,0.3333333333333333,0.2,0.013605652055778598,0.013605652055778598,0,1.0986122886681096,0.6931471805599453
1401,2020,NA,NA,NA,NA,NA,0.003676470588235294,0.003676470588235294,NA,0.2222222222222222,0.06666666666666667,0.01739174271186922,0.01739174271186922,0,0.6931471805599453,0.2231435513142097
1401,2021,NA,NA,NA,NA,NA,0.008928571428571428,NA,0.008928571428571428,0.25,NA,0.020619287202735703,0,0.020619287202735703,0.6931471805599453,NA
1401,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1401,2023,NA,NA,NA,NA,NA,0.05925925925925926,0.007407407407407408,NA,0.3,0.16666666666666666,0.13580154115906176,0.016000341346441075,0,1.7047480922384255,0.6931471805599453
1401,2024,NA,NA,NA,NA,NA,0.03007518796992481,0.007518796992481203,NA,0.17857142857142858,0.08333333333333333,0.07145896398214498,0.01739174271186922,0,0.9808292530117262,0.2231435513142097
1402,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1402,2018,NA,NA,NA,NA,NA,0.01680672268907563,0.03361344537815126,NA,0.15151515151515152,0.17391304347826086,0.04652001563489282,0.0953101798043249,0,0.8109302162163288,0.8472978603872036
1402,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
1402,2020,0.16430409026361636,NA,NA,10.515956015161436,NA,0.007352941176470588,NA,NA,0.3333333333333333,NA,0.015748356968139168,0,0,NA,NA
1402,2021,0,0.0078906492012317,NA,0.12831497459007823,0.19112369225113635,0,0.007692307692307693,NA,0.14285714285714285,0.14285714285714285,0,0.016000341346441075,0,0.6931471805599453,NA
